ID,TITLE,ABSTRACT,Computer Science,Physics,Mathematics,Statistics,Quantitative Biology,Quantitative Finance
821,Asymptotic measures and links in simplicial complexes,"  We introduce canonical measures on a locally finite simplicial complex $K$
and study their asymptotic behavior under infinitely many barycentric
subdivisions. We also compute the face polynomial of the asymptotic link and
dual block of a simplex in the $d^{th}$ barycentric subdivision $Sd^d(K)$ of
$K$, $d\gg0$. It is almost everywhere constant. When $K$ is finite, we study
the limit face polynomial of $Sd^d(K)$ after F.Brenti-V.Welker and
E.Delucchi-A.Pixton-L.Sabalka.
",0,0,1,0,0,0
822,Usability of Humanly Computable Passwords,"  Reusing passwords across multiple websites is a common practice that
compromises security. Recently, Blum and Vempala have proposed password
strategies to help people calculate, in their heads, passwords for different
sites without dependence on third-party tools or external devices. Thus far,
the security and efficiency of these ""mental algorithms"" has been analyzed only
theoretically. But are such methods usable? We present the first usability
study of humanly computable password strategies, involving a learning phase (to
learn a password strategy), then a rehearsal phase (to login to a few
websites), and multiple follow-up tests. In our user study, with training,
participants were able to calculate a deterministic eight-character password
for an arbitrary new website in under 20 seconds.
",1,0,0,0,0,0
823,Structural changes in the interbank market across the financial crisis from multiple core-periphery analysis,"  Interbank markets are often characterised in terms of a core-periphery
network structure, with a highly interconnected core of banks holding the
market together, and a periphery of banks connected mostly to the core but not
internally. This paradigm has recently been challenged for short time scales,
where interbank markets seem better characterised by a bipartite structure with
more core-periphery connections than inside the core. Using a novel
core-periphery detection method on the eMID interbank market, we enrich this
picture by showing that the network is actually characterised by multiple
core-periphery pairs. Moreover, a transition from core-periphery to bipartite
structures occurs by shortening the temporal scale of data aggregation. We
further show how the global financial crisis transformed the market, in terms
of composition, multiplicity and internal organisation of core-periphery pairs.
By unveiling such a fine-grained organisation and transformation of the
interbank market, our method can find important applications in the
understanding of how distress can propagate over financial networks.
",0,0,0,0,0,1
824,Extracting Automata from Recurrent Neural Networks Using Queries and Counterexamples,"  We present a novel algorithm that uses exact learning and abstraction to
extract a deterministic finite automaton describing the state dynamics of a
given trained RNN. We do this using Angluin's L* algorithm as a learner and the
trained RNN as an oracle. Our technique efficiently extracts accurate automata
from trained RNNs, even when the state vectors are large and require fine
differentiation.
",1,0,0,0,0,0
825,Performance analysis of smart digital signage system based on software-defined IoT and invisible image sensor communication,"  Everything in the world is being connected, and things are becoming
interactive. The future of the interactive world depends on the future Internet
of Things (IoT). Software-defined networking (SDN) technology, a new paradigm
in the networking area, can be useful in creating an IoT because it can handle
interactivity by controlling physical devices, transmission of data among them,
and data acquisition. However, digital signage can be one of the promising
technologies in this era of technology that is progressing toward the
interactive world, connecting users to the IoT network through device-to-device
communication technology. This article illustrates a novel prototype that is
mainly focused on a smart digital signage system comprised of software-defined
IoT (SD-IoT) and invisible image sensor communication technology. We have
proposed an SDN scheme with a view to initiating its flexibility and
compatibility for an IoT network-based smart digital signage system. The idea
of invisible communication can make the users of the technology trendier to it,
and the usage of unused resources such as images and videos can be ensured. In
addition, this communication has paved the way for interactivity between the
user and digital signage, where the digital signage and the camera of a
smartphone can be operated as a transmitter and a receiver, respectively. The
proposed scheme might be applicable to real-world applications because SDN has
the flexibility to adapt with the alteration of network status without any
hardware modifications while displays and smartphones are available everywhere.
A performance analysis of this system showed the advantages of an SD-IoT
network over an Internet protocol-based IoT network considering a queuing
analysis for a dynamic link allocation process in the case of user access to
the IoT network.
",1,0,0,0,0,0
826,What pebbles are made of: Interpretation of the V883 Ori disk,"  Recently, an Atacama Large Millimeter/submillimeter Array (ALMA) observation
of the water snow line in the protoplanetary disk around the FU Orionis star
V883 Ori was reported. The radial variation of the spectral index at
mm-wavelengths around the snow line was interpreted as being due to a pileup of
particles interior to the snow line. However, radial transport of solids in the
outer disk operates on timescales much longer than the typical timescale of an
FU Ori outburst ($10^{1}$--$10^{2}$ yr). Consequently, a steady-state pileup is
unlikely. We argue that it is only necessary to consider water evaporation and
re-coagulation of silicates to explain the recent ALMA observation of V883 Ori
because these processes are short enough to have had their impact since the
outburst. Our model requires the inner disk to have already been optically
thick before the outburst, and our results suggest that the carbon content of
pebbles is low.
",0,1,0,0,0,0
827,Existence and uniqueness of steady weak solutions to the Navier-Stokes equations in $\mathbb{R}^2$,"  The existence of weak solutions to the stationary Navier-Stokes equations in
the whole plane $\mathbb{R}^2$ is proven. This particular geometry was the only
case left open since the work of Leray in 1933. The reason is that due to the
absence of boundaries the local behavior of the solutions cannot be controlled
by the enstrophy in two dimensions. We overcome this difficulty by constructing
approximate weak solutions having a prescribed mean velocity on some given
bounded set. As a corollary, we obtain infinitely many weak solutions in
$\mathbb{R}^2$ parameterized by this mean velocity, which is reminiscent of the
expected convergence of the velocity field at large distances to any prescribed
constant vector field. This explicit parameterization of the weak solutions
allows us to prove a weak-strong uniqueness theorem for small data. The
question of the asymptotic behavior of the weak solutions remains however open,
when the uniqueness theorem doesn't apply.
",0,0,1,0,0,0
828,More on products of Baire spaces,"  New results on the Baire product problem are presented. It is shown that an
arbitrary product of almost locally ccc Baire spaces is Baire; moreover, the
product of a Baire space and a 1st countable space which is $\beta$-unfavorable
in the strong Choquet game is Baire.
",0,0,1,0,0,0
829,Social versus Moral preferences in the Ultimatum Game: A theoretical model and an experiment,"  In the Ultimatum Game (UG) one player, named ""proposer"", has to decide how to
allocate a certain amount of money between herself and a ""responder"". If the
offer is greater than or equal to the responder's minimum acceptable offer
(MAO), then the money is split as proposed, otherwise, neither the proposer nor
the responder get anything. The UG has intrigued generations of behavioral
scientists because people in experiments blatantly violate the equilibrium
predictions that self-interested proposers offer the minimum available non-zero
amount, and self-interested responders accept. Why are these predictions
violated? Previous research has mainly focused on the role of social
preferences. Little is known about the role of general moral preferences for
doing the right thing, preferences that have been shown to play a major role in
other social interactions (e.g., Dictator Game and Prisoner's Dilemma). Here I
develop a theoretical model and an experiment designed to pit social
preferences against moral preferences. I find that, although people recognize
that offering half and rejecting low offers are the morally right things to do,
moral preferences have no causal impact on UG behavior. The experimental data
are indeed well fit by a model according to which: (i) high UG offers are
motivated by inequity aversion and, to a lesser extent, self-interest; (ii)
high MAOs are motivated by inequity aversion.
",0,0,0,0,1,0
830,Moderate Deviation Analysis for Classical-Quantum Channels and Quantum Hypothesis Testing,"  In this work, we study the tradeoffs between the error probabilities of
classical-quantum channels and the blocklength $n$ when the transmission rates
approach the channel capacity at a rate slower than $1/\sqrt{n}$, a research
topic known as moderate deviation analysis. We show that the optimal error
probability vanishes under this rate convergence. Our main technical
contributions are a tight quantum sphere-packing bound, obtained via Chaganty
and Sethuraman's concentration inequality in strong large deviation theory, and
asymptotic expansions of error-exponent functions. Moderate deviation analysis
for quantum hypothesis testing is also established. The converse directly
follows from our channel coding result, while the achievability relies on a
martingale inequality.
",1,0,0,0,0,0
831,GBDT of discrete skew-selfadjoint Dirac systems and explicit solutions of the corresponding non-stationary problems,"  Generalized BÃƒÂ¤cklund-Darboux transformations (GBDTs) of discrete
skew-selfadjoint Dirac systems have been successfully used for explicit solving
of direct and inverse problems of Weyl-Titchmarsh theory. During explicit
solving of the direct and inverse problems, we considered GBDTs of the trivial
initial systems. However, GBDTs of arbitrary discrete skew-selfadjoint Dirac
systems are important as well and we introduce these transformations in the
present paper. The obtained results are applied to the construction of explicit
solutions of the interesting related non-stationary systems.
",0,0,1,0,0,0
832,Panel collapse and its applications,"  We describe a procedure called panel collapse for replacing a CAT(0) cube
complex $\Psi$ by a ""lower complexity"" CAT(0) cube complex $\Psi_\bullet$
whenever $\Psi$ contains a codimension-$2$ hyperplane that is extremal in one
of the codimension-$1$ hyperplanes containing it. Although $\Psi_\bullet$ is
not in general a subcomplex of $\Psi$, it is a subspace consisting of a
subcomplex together with some cubes that sit inside $\Psi$ ""diagonally"". The
hyperplanes of $\Psi_\bullet$ extend to hyperplanes of $\Psi$. Applying this
procedure, we prove: if a group $G$ acts cocompactly on a CAT(0) cube complex
$\Psi$, then there is a CAT(0) cube complex $\Omega$ so that $G$ acts
cocompactly on $\Omega$ and for each hyperplane $H$ of $\Omega$, the stabiliser
in $G$ of $H$ acts on $H$ essentially.
Using panel collapse, we obtain a new proof of Stallings's theorem on groups
with more than one end. As another illustrative example, we show that panel
collapse applies to the exotic cubulations of free groups constructed by Wise.
Next, we show that the CAT(0) cube complexes constructed by Cashen-Macura can
be collapsed to trees while preserving all of the necessary group actions. (It
also illustrates that our result applies to actions of some non-discrete
groups.) We also discuss possible applications to quasi-isometric rigidity for
certain classes of graphs of free groups with cyclic edge groups. Panel
collapse is also used in forthcoming work of the first-named author and Wilton
to study fixed-point sets of finite subgroups of $\mathrm{Out}(F_n)$ on the
free splitting complex.
",0,0,1,0,0,0
833,Detecting Heavy Flows in the SDN Match and Action Model,"  Efficient algorithms and techniques to detect and identify large flows in a
high throughput traffic stream in the SDN match-and-action model are presented.
This is in contrast to previous work that either deviated from the match and
action model by requiring additional switch level capabilities or did not
exploit the SDN data plane. Our construction has two parts; (a) how to sample
in an SDN match and action model, (b) how to detect large flows efficiently and
in a scalable way, in the SDN model.
Our large flow detection methods provide high accuracy and present a good and
practical tradeoff between switch - controller traffic, and the number of
entries required in the switch flow table. Based on different parameters, we
differentiate between heavy flows, elephant flows and bulky flows and present
efficient algorithms to detect flows of the different types.
Additionally, as part of our heavy flow detection scheme, we present sampling
methods to sample packets with arbitrary probability $p$ per packet or per byte
that traverses an SDN switch.
Finally, we show how our algorithms can be adapted to a distributed
monitoring SDN setting with multiple switches, and easily scale with the number
of monitoring switches.
",1,0,0,0,0,0
834,On the complexity of solving a decision problem with flow-depending costs: the case of the IJsselmeer dikes,"  We consider a fundamental integer programming (IP) model for cost-benefit
analysis flood protection through dike building in the Netherlands, due to
Verweij and Zwaneveld.
Experimental analysis with data for the Ijsselmeer lead to integral optimal
solution of the linear programming relaxation of the IP model.
This naturally led to the question of integrality of the polytope associated
with the IP model.
In this paper we first give a negative answer to this question by
establishing non-integrality of the polytope.
Second, we establish natural conditions that guarantee the linear programming
relaxation of the IP model to be integral.
We then test the most recent data on flood probabilities, damage and
investment costs of the IJsselmeer for these conditions.
Third, we show that the IP model can be solved in polynomial time when the
number of dike segments, or the number of feasible barrier heights, are
constant.
",0,0,0,0,0,1
835,Achieving Spectrum Efficient Communication Under Cross-Technology Interference,"  In wireless communication, heterogeneous technologies such as WiFi, ZigBee
and BlueTooth operate in the same ISM band.With the exponential growth in the
number of wireless devices, the ISM band becomes more and more crowded. These
heterogeneous devices have to compete with each other to access spectrum
resources, generating cross-technology interference (CTI). Since CTI may
destroy wireless communication, this field is facing an urgent and challenging
need to investigate spectrum efficiency under CTI. In this paper, we introduce
a novel framework to address this problem from two aspects. On the one hand,
from the perspective of each communication technology itself, we propose novel
channel/link models to capture the channel/link status under CTI. On the other
hand, we investigate spectrum efficiency from the perspective by taking all
heterogeneous technologies as a whole and building crosstechnology
communication among them. The capability of direct communication among
heterogeneous devices brings great opportunities to harmoniously sharing the
spectrum with collaboration rather than competition.
",1,0,0,0,0,0
836,A Galactic Cosmic Ray Electron Intensity Increase of a factor of up to 100 At Energies between 3 and 50 MeV in the Heliosheath between the Termination Shock and the Heliopause Due to Solar Modulation As Measured by Voyager 1,"  We have derived background corrected intensities of 3-50 MeV galactic
electrons observed by Voyager 1 as it passes through the heliosheath from 95 to
122 AU. The overall intensity change of the background corrected data from the
inner to the outer boundary of the heliosheath is a maximum of a factor ~100 at
15 MeV. At lower energies this fractional change becomes less and the corrected
electron spectra in the heliosheath becomes progressively steeper, reaching
values ~ -2.5 for the spectral index just outside of the termination shock. At
higher energies the spectra of electrons has an exponent changing from the
negative LIS spectral index of -1.3 to values approaching zero in the
heliosheath as a result of the solar modulation of the galactic electron
component. The large modulation effects observed below ~100 MV are possible
evidence for enhanced diffusion as part of the modulation process for electrons
in the heliosheath.
",0,1,0,0,0,0
837,Integrating Human-Provided Information Into Belief State Representation Using Dynamic Factorization,"  In partially observed environments, it can be useful for a human to provide
the robot with declarative information that represents probabilistic relational
constraints on properties of objects in the world, augmenting the robot's
sensory observations. For instance, a robot tasked with a search-and-rescue
mission may be informed by the human that two victims are probably in the same
room. An important question arises: how should we represent the robot's
internal knowledge so that this information is correctly processed and combined
with raw sensory information? In this paper, we provide an efficient belief
state representation that dynamically selects an appropriate factoring,
combining aspects of the belief when they are correlated through information
and separating them when they are not. This strategy works in open domains, in
which the set of possible objects is not known in advance, and provides
significant improvements in inference time over a static factoring, leading to
more efficient planning for complex partially observed tasks. We validate our
approach experimentally in two open-domain planning problems: a 2D discrete
gridworld task and a 3D continuous cooking task. A supplementary video can be
found at this http URL.
",1,0,0,0,0,0
838,Characterizing complex networks using Entropy-degree diagrams: unveiling changes in functional brain connectivity induced by Ayahuasca,"  Open problems abound in the theory of complex networks, which has found
successful application to diverse fields of science. With the aim of further
advancing the understanding of the brain's functional connectivity, we propose
to evaluate a network metric which we term the geodesic entropy. This entropy,
in a way that can be made precise, quantifies the Shannon entropy of the
distance distribution to a specific node from all other nodes. Measurements of
geodesic entropy allow for the characterization of the structural information
of a network that takes into account the distinct role of each node into the
network topology. The measurement and characterization of this structural
information has the potential to greatly improve our understanding of sustained
activity and other emergent behaviors in networks, such as self-organized
criticality sometimes seen in such contexts. We apply these concepts and
methods to study the effects of how the psychedelic Ayahuasca affects the
functional connectivity of the human brain. We show that the geodesic entropy
is able to differentiate the functional networks of the human brain in two
different states of consciousness in the resting state: (i) the ordinary waking
state and (ii) a state altered by ingestion of the Ayahuasca. The entropy of
the nodes of brain networks from subjects under the influence of Ayahuasca
diverge significantly from those of the ordinary waking state. The functional
brain networks from subjects in the altered state have, on average, a larger
geodesic entropy compared to the ordinary state. We conclude that geodesic
entropy is a useful tool for analyzing complex networks and discuss how and why
it may bring even further valuable insights into the study of the human brain
and other empirical networks.
",0,0,0,0,1,0
839,On Integral Upper Limits Assuming Power Law Spectra and the Sensitivity in High-Energy Astronomy,"  The high-energy non-thermal universe is dominated by power law-like spectra.
Therefore results in high-energy astronomy are often reported as parameters of
power law fits, or, in the case of a non-detection, as an upper limit assuming
the underlying unseen spectrum behaves as a power law. In this paper I
demonstrate a simple and powerful one-to-one relation of the integral upper
limit in the two dimensional power law parameter space into the spectrum
parameter space and use this method to unravel the so far convoluted question
of the sensitivity of astroparticle telescopes.
",0,1,0,0,0,0
840,Estimates for solutions of Dirac equations and an application to a geometric elliptic-parabolic problem,"  We develop estimates for the solutions and derive existence and uniqueness
results of various local boundary value problems for Dirac equations that
improve all relevant results known in the literature. With these estimates at
hand, we derive a general existence, uniqueness and regularity theorem for
solutions of Dirac equations with such boundary conditions. We also apply these
estimates to a new nonlinear elliptic-parabolic problem, the Dirac-harmonic
heat flow on Riemannian spin manifolds. This problem is motivated by the
supersymmetric nonlinear $\sigma$-model and combines a harmonic heat flow type
equation with a Dirac equation that depends nonlinearly on the flow.
",0,0,1,0,0,0
841,Analysis of Political Party Twitter Accounts' Retweeters During Japan's 2017 Election,"  In modern election campaigns, political parties utilize social media to
advertise their policies and candidates and to communicate to the electorate.
In Japan's latest general election in 2017, the 48th general election for the
Lower House, social media, especially Twitter, was actively used. In this
paper, we analyze the users who retweeted tweets of political parties on
Twitter during the election. Our aim is to clarify what kinds of users are
diffusing (retweeting) tweets of political parties. The results indicate that
the characteristics of retweeters of the largest ruling party (Liberal
Democratic Party of Japan) and the largest opposition party (The Constitutional
Democratic Party of Japan) were similar, even though the retweeters did not
overlap each other. We also found that a particular opposition party (Japanese
Communist Party) had quite different characteristics from other political
parties.
",1,0,0,0,0,0
842,When a triangle is isosceles?,"  In 1840 Jacob Steiner on Christian Rudolf's request proved that a triangle
with two equal bisectors is isosceles. But what about changing the bisectors to
cevians? Cevian is any line segment in a triangle with one endpoint on a vertex
of the triangle and other endpoint on the opposite side. Not for any pairs of
equal cevians the triangle is isosceles. Theorem. If for a triangle ABC there
are equal cevians issuing from A and B, which intersect on the bisector or on
the median of the angle C, then AC=BC (so the triangle ABC is isosceles).
Proposition. Let ABC be an isosceles triangle. Define circle C to be the circle
symmetric relative to AB to the circumscribed circle of the triangle ABC. Then
the locus of intersection points of pairs of equal cevians is the union of the
base AB, the triangle's axis of symmetry, and the circle C.
",0,0,1,0,0,0
843,On self-affine sets,"  We survey the dimension theory of self-affine sets for general mathematical
audience. The article is in Finnish.
",0,0,1,0,0,0
844,The effect of phase change on stability of convective flow in a layer of volatile liquid driven by a horizontal temperature gradient,"  Buoyancy-thermocapillary convection in a layer of volatile liquid driven by a
horizontal temperature gradient arises in a variety of situations. Recent
studies have shown that the composition of the gas phase, which is typically a
mixture of vapour and air, has a noticeable effect on the critical Marangoni
number describing the onset of convection as well as on the observed convection
pattern. Specifically, as the total pressure or, equivalently, the average
concentration of air is decreased, the threshold of the instability leading to
the emergence of convective rolls is found to increase rather significantly. We
present a linear stability analysis of the problem which shows that this trend
can be readily understood by considering the transport of heat and vapour
through the gas phase. In particular, we show that transport in the gas phase
has a noticeable effect even at atmospheric conditions, when phase change is
greatly suppressed.
",0,1,0,0,0,0
845,A graph model of message passing processes,"  In the paper we consider a graph model of message passing processes and
present a method verification of message passing processes. The method is
illustrated by an example of a verification of sliding window protocol.
",1,0,0,0,0,0
846,"Holomorphic differentials, thermostats and Anosov flows","  We introduce a new family of thermostat flows on the unit tangent bundle of
an oriented Riemannian $2$-manifold. Suitably reparametrised, these flows
include the geodesic flow of metrics of negative Gauss curvature and the
geodesic flow induced by the Hilbert metric on the quotient surface of
divisible convex sets. We show that the family of flows can be parametrised in
terms of certain weighted holomorphic differentials and investigate their
properties. In particular, we prove that they admit a dominated splitting and
we identify special cases in which the flows are Anosov. In the latter case, we
study when they admit an invariant measure in the Lebesgue class and the
regularity of the weak foliations.
",0,0,1,0,0,0
847,"Multiplicative slices, relativistic Toda and shifted quantum affine algebras","  We introduce the shifted quantum affine algebras. They map homomorphically
into the quantized $K$-theoretic Coulomb branches of $3d\ {\mathcal N}=4$ SUSY
quiver gauge theories. In type $A$, they are endowed with a coproduct, and they
act on the equivariant $K$-theory of parabolic Laumon spaces. In type $A_1$,
they are closely related to the open relativistic quantum Toda lattice of type
$A$.
",0,0,1,0,0,0
848,Near-field coupling of gold plasmonic antennas for sub-100 nm magneto-thermal microscopy,"  The development of spintronic technology with increasingly dense, high-speed,
and complex devices will be accelerated by accessible microscopy techniques
capable of probing magnetic phenomena on picosecond time scales and at deeply
sub-micron length scales. A recently developed time-resolved magneto-thermal
microscope provides a path towards this goal if it is augmented with a
picosecond, nanoscale heat source. We theoretically study adiabatic
nanofocusing and near-field heat induction using conical gold plasmonic
antennas to generate sub-100 nm thermal gradients for time-resolved
magneto-thermal imaging. Finite element calculations of antenna-sample
interactions reveal focused electromagnetic loss profiles that are either
peaked directly under the antenna or are annular, depending on the sample's
conductivity, the antenna's apex radius, and the tip-sample separation. We find
that the thermal gradient is confined to 40 nm to 60 nm full width at half
maximum for realistic ranges of sample conductivity and apex radius. To
mitigate this variation, which is undesirable for microscopy, we investigate
the use of a platinum capping layer on top of the sample as a thermal
transduction layer to produce heat uniformly across different sample materials.
After determining the optimal capping layer thickness, we simulate the
evolution of the thermal gradient in the underlying sample layer, and find that
the temporal width is below 10 ps. These results lay a theoretical foundation
for nanoscale, time-resolved magneto-thermal imaging.
",0,1,0,0,0,0
849,A reproducible effect size is more useful than an irreproducible hypothesis test to analyze high throughput sequencing datasets,"  Motivation: P values derived from the null hypothesis significance testing
framework are strongly affected by sample size, and are known to be
irreproducible in underpowered studies, yet no suitable replacement has been
proposed. Results: Here we present implementations of non-parametric
standardized median effect size estimates, dNEF, for high-throughput sequencing
datasets. Case studies are shown for transcriptome and tag-sequencing datasets.
The dNEF measure is shown to be more repro- ducible and robust than P values
and requires sample sizes as small as 3 to reproducibly identify differentially
abundant features. Availability: Source code and binaries freely available at:
this https URL, omicplotR, and
this https URL.
",0,0,0,0,1,0
850,High temperature thermodynamics of the honeycomb-lattice Kitaev-Heisenberg model: A high temperature series expansion study,"  We develop high temperature series expansions for the thermodynamic
properties of the honeycomb-lattice Kitaev-Heisenberg model. Numerical results
for uniform susceptibility, heat capacity and entropy as a function of
temperature for different values of the Kitaev coupling $K$ and Heisenberg
exachange coupling $J$ (with $|J|\le |K|$) are presented. These expansions show
good convergence down to a temperature of a fraction of $K$ and in some cases
down to $T=K/10$. In the Kitaev exchange dominated regime, the inverse
susceptibility has a nearly linear temperature dependence over a wide
temperature range. However, we show that already at temperatures $10$-times the
Curie-Weiss temperature, the effective Curie-Weiss constant estimated from the
data can be off by a factor of 2. We find that the magnitude of the heat
capacity maximum at the short-range order peak, is substantially smaller for
small $J/K$ than for $J$ of order or larger than $K$. We suggest that this
itself represents a simple marker for the relative importance of the Kitaev
terms in these systems. Somewhat surprisingly, both heat capacity and
susceptibility data on Na$_2$IrO$_3$ are consistent with a dominant {\it
antiferromagnetic} Kitaev exchange constant of about $300-400$ $K$.
",0,1,0,0,0,0
851,"Laplace Beltrami operator in the Baran metric and pluripotential equilibrium measure: the ball, the simplex and the sphere","  The Baran metric $\delta_E$ is a Finsler metric on the interior of $E\subset
\R^n$ arising from Pluripotential Theory. We consider the few instances, namely
$E$ being the ball, the simplex, or the sphere, where $\delta_E$ is known to be
Riemaniann and we prove that the eigenfunctions of the associated Laplace
Beltrami operator (with no boundary conditions) are the orthogonal polynomials
with respect to the pluripotential equilibrium measure $\mu_E$ of $E.$ We
conjecture that this may hold in a wider generality.
The considered differential operators have been already introduced in the
framework of orthogonal polynomials and studied in connection with certain
symmetry groups. In this work instead we highlight the relationships between
orthogonal polynomials with respect to $\mu_E$ and the Riemaniann structure
naturally arising from Pluripotential Theory
",0,0,1,0,0,0
852,Magnetic polarons in a nonequilibrium polariton condensate,"  We consider a condensate of exciton-polaritons in a diluted magnetic
semiconductor microcavity. Such system may exhibit magnetic self-trapping in
the case of sufficiently strong coupling between polaritons and magnetic ions
embedded in the semiconductor. We investigate the effect of the nonequilibrium
nature of exciton-polaritons on the physics of the resulting self-trapped
magnetic polarons. We find that multiple polarons can exist at the same time,
and derive a critical condition for self-trapping which is different to the one
predicted previously in the equilibrium case. Using the Bogoliubov-de Gennes
approximation, we calculate the excitation spectrum and provide a physical
explanation in terms of the effective magnetic attraction between polaritons,
mediated by the ion subsystem.
",0,1,0,0,0,0
853,Inference in Sparse Graphs with Pairwise Measurements and Side Information,"  We consider the statistical problem of recovering a hidden ""ground truth""
binary labeling for the vertices of a graph up to low Hamming error from noisy
edge and vertex measurements. We present new algorithms and a sharp
finite-sample analysis for this problem on trees and sparse graphs with poor
expansion properties such as hypergrids and ring lattices. Our method
generalizes and improves over that of Globerson et al. (2015), who introduced
the problem for two-dimensional grid lattices.
For trees we provide a simple, efficient, algorithm that infers the ground
truth with optimal Hamming error has optimal sample complexity and implies
recovery results for all connected graphs. Here, the presence of side
information is critical to obtain a non-trivial recovery rate. We then show how
to adapt this algorithm to tree decompositions of edge-subgraphs of certain
graph families such as lattices, resulting in optimal recovery error rates that
can be obtained efficiently
The thrust of our analysis is to 1) use the tree decomposition along with
edge measurements to produce a small class of viable vertex labelings and 2)
apply an analysis influenced by statistical learning theory to show that we can
infer the ground truth from this class using vertex measurements. We show the
power of our method in several examples including hypergrids, ring lattices,
and the Newman-Watts model for small world graphs. For two-dimensional grids,
our results improve over Globerson et al. (2015) by obtaining optimal recovery
in the constant-height regime.
",1,0,0,0,0,0
854,Oracle Importance Sampling for Stochastic Simulation Models,"  We consider the problem of estimating an expected outcome from a stochastic
simulation model using importance sampling. We propose a two-stage procedure
that involves a regression stage and a sampling stage to construct our
estimator. We introduce a parametric and a nonparametric regression estimator
in the first stage and study how the allocation between the two stages affects
the performance of final estimator. We derive the oracle property for both
approaches. We analyze the empirical performances of our approaches using two
simulated data and a case study on wind turbine reliability evaluation.
",0,0,0,1,0,0
855,Coherence of Biochemical Oscillations is Bounded by Driving Force and Network Topology,"  Biochemical oscillations are prevalent in living organisms. Systems with a
small number of constituents cannot sustain coherent oscillations for an
indefinite time because of fluctuations in the period of oscillation. We show
that the number of coherent oscillations that quantifies the precision of the
oscillator is universally bounded by the thermodynamic force that drives the
system out of equilibrium and by the topology of the underlying biochemical
network of states. Our results are valid for arbitrary Markov processes, which
are commonly used to model biochemical reactions. We apply our results to a
model for a single KaiC protein and to an activator-inhibitor model that
consists of several molecules. From a mathematical perspective, based on strong
numerical evidence, we conjecture a universal constraint relating the imaginary
and real parts of the first non-trivial eigenvalue of a stochastic matrix.
",0,1,0,0,0,0
856,How Do Classifiers Induce Agents To Invest Effort Strategically?,"  Algorithms are often used to produce decision-making rules that classify or
evaluate individuals. When these individuals have incentives to be classified a
certain way, they may behave strategically to influence their outcomes. We
develop a model for how strategic agents can invest effort in order to change
the outcomes they receive, and we give a tight characterization of when such
agents can be incentivized to invest specified forms of effort into improving
their outcomes as opposed to ""gaming"" the classifier. We show that whenever any
""reasonable"" mechanism can do so, a simple linear mechanism suffices.
",0,0,0,1,0,0
857,Geert Hofstede et al's set of national cultural dimensions - popularity and criticisms,"  This article outlines different stages in development of the national culture
model, created by Geert Hofstede and his affiliates. This paper reveals and
synthesizes the contemporary review of the application spheres of this
framework. Numerous applications of the dimensions set are used as a source of
identifying significant critiques, concerning different aspects in model's
operation. These critiques are classified and their underlying reasons are also
outlined by means of a fishbone diagram.
",0,0,0,0,0,1
858,A Machine Learning Framework for Stock Selection,"  This paper demonstrates how to apply machine learning algorithms to
distinguish good stocks from the bad stocks. To this end, we construct 244
technical and fundamental features to characterize each stock, and label stocks
according to their ranking with respect to the return-to-volatility ratio.
Algorithms ranging from traditional statistical learning methods to recently
popular deep learning method, e.g. Logistic Regression (LR), Random Forest
(RF), Deep Neural Network (DNN), and the Stacking, are trained to solve the
classification task. Genetic Algorithm (GA) is also used to implement feature
selection. The effectiveness of the stock selection strategy is validated in
Chinese stock market in both statistical and practical aspects, showing that:
1) Stacking outperforms other models reaching an AUC score of 0.972; 2) Genetic
Algorithm picks a subset of 114 features and the prediction performances of all
models remain almost unchanged after the selection procedure, which suggests
some features are indeed redundant; 3) LR and DNN are radical models; RF is
risk-neutral model; Stacking is somewhere between DNN and RF. 4) The portfolios
constructed by our models outperform market average in back tests.
",0,0,0,0,0,1
859,A sparse grid approach to balance sheet risk measurement,"  In this work, we present a numerical method based on a sparse grid
approximation to compute the loss distribution of the balance sheet of a
financial or an insurance company. We first describe, in a stylised way, the
assets and liabilities dynamics that are used for the numerical estimation of
the balance sheet distribution. For the pricing and hedging model, we chose a
classical Black & Scholes model with a stochastic interest rate following a
Hull & White model. The risk management model describing the evolution of the
parameters of the pricing and hedging model is a Gaussian model. The new
numerical method is compared with the traditional nested simulation approach.
We review the convergence of both methods to estimate the risk indicators under
consideration. Finally, we provide numerical results showing that the sparse
grid approach is extremely competitive for models with moderate dimension.
",0,0,0,0,0,1
860,Option market (in)efficiency and implied volatility dynamics after return jumps,"  In informationally efficient financial markets, option prices and this
implied volatility should immediately be adjusted to new information that
arrives along with a jump in underlying's return, whereas gradual changes in
implied volatility would indicate market inefficiency. Using minute-by-minute
data on S&P 500 index options, we provide evidence regarding delayed and
gradual movements in implied volatility after the arrival of return jumps.
These movements are directed and persistent, especially in the case of negative
return jumps. Our results are significant when the implied volatilities are
extracted from at-the-money options and out-of-the-money puts, while the
implied volatility obtained from out-of-the-money calls converges to its new
level immediately rather than gradually. Thus, our analysis reveals that the
implied volatility smile is adjusted to jumps in underlying's return
asymmetrically. Finally, it would be possible to have statistical arbitrage in
zero-transaction-cost option markets, but under actual option price spreads,
our results do not imply abnormal option returns.
",0,0,0,0,0,1
